发布者;真实一级评论数;真实点赞数;边数;最大边数;集群密度
美鸥阅读;9;40;49;60050;0.0008159866777685262
花茶冰淇淋-;1;6;7;60050;0.00011656952539550374
爱可可-爱生活;2;22;24;60050;0.0003996669442131557
量子位;4;30;34;60050;0.0005661948376353039
INTPbot;12;139;151;60050;0.0025145711906744378
驴克烁烁;2;5;7;60050;0.00011656952539550374
一颗蓝喵;3;5;8;60050;0.00013322231473771856
奶香椰椰冰;2;3;5;60050;8.326394671107411e-05
抢抓第五轮牛市的起点;7;10;17;60050;0.00028309741881765195
你压我头发了喂;2;1;3;60050;4.995836802664446e-05
Melody欧美音乐台;4;46;50;60050;0.0008326394671107411
新涼昼夢;1;53;54;60050;0.0008992506244796003
PerspicaciousAspiration;1;5;6;60050;9.991673605328893e-05
哈勃观察员;3;19;22;60050;0.00036636136552872605
Amoaix_Eliauk;3;3;6;60050;9.991673605328893e-05
亲历投行;1;1;2;60050;3.330557868442964e-05
男歌手圈横跳者;2;8;10;60050;0.00016652789342214822
刘虞厨;3;3;6;60050;9.991673605328893e-05
明天也想吃火锅_;2;2;4;60050;6.661115736885928e-05
无情的跳坑人;4;1;5;60050;8.326394671107411e-05
林亦LYi;362;3984;4346;60050;0.0723730224812656
24Nana7mi2;3;28;31;60050;0.0005162364696086595
宇宙无敌霹雳超级酷炫的帅哥;1;1;2;60050;3.330557868442964e-05
新涼昼夢;1;49;50;60050;0.0008326394671107411
星·河·珍·甜;7;3;10;60050;0.00016652789342214822
Zzzz_0522;2;2;4;60050;6.661115736885928e-05
行简_;1;1;2;60050;3.330557868442964e-05
我想喝奶茶儿_;1;3;4;60050;6.661115736885928e-05
扶瑞扶瑞;1;1;2;60050;3.330557868442964e-05
一颗大树THETREE;-3;1;-2;60050;-3.330557868442964e-05
新浪科技;1;2;3;60050;4.995836802664446e-05
JaGuAr_BuNnY;1;1;2;60050;3.330557868442964e-05
小火燃烧中;1;3;4;60050;6.661115736885928e-05
