发布者;真实一级评论数;真实点赞数;边数;最大边数;集群密度
是王红蓝呀;1;2;3;21673;0.0001384210769159784
亚妮伪物语;2;39;41;21673;0.001891754717851705
国家大剧院;30;60;90;21673;0.004152632307479353
爱淇毅8989;18;12;30;21673;0.0013842107691597841
Candy_小惠;12;18;30;21673;0.0013842107691597841
厦门广电;23;194;217;21673;0.010012457896922438
代找_难找汁源;2;1;3;21673;0.0001384210769159784
L_wuuu;1;4;5;21673;0.00023070179485996402
哥宝宝你可以的fffffffff1;1;1;2;21673;9.22807179439856e-05
戏精茶茶子;28;23;51;21673;0.002353158307571633
大强聊娱乐;5;12;17;21673;0.0007843861025238776
小李儿妹;1;1;2;21673;9.22807179439856e-05
云呢拿小卖部;5;1;6;21673;0.0002768421538319568
Candy_小惠;10;9;19;21673;0.0008766668204678633
perounce7;5;2;7;21673;0.0003229825128039496
宇宙中心cc;3;2;5;21673;0.00023070179485996402
sagil的一名小透明;2;6;8;21673;0.0003691228717759424
小游不游-0508;5;11;16;21673;0.0007382457435518848
陳企鵝_Patty;2;2;4;21673;0.0001845614358879712
永吴止尽的爱言;4;11;15;21673;0.0006921053845798921
xiao银;1;1;2;21673;9.22807179439856e-05
日尧雨路Pricer;51;542;593;21673;0.02736123287039173
可爱的奶盐卿;9;5;14;21673;0.0006459650256078992
一只吃土喵呀;6;1;7;21673;0.0003229825128039496
盐式夏日;3;1;4;21673;0.0001845614358879712
与盐相随H;4;3;7;21673;0.0003229825128039496
夕夕姐姐攻略博;1;1;2;21673;9.22807179439856e-05
_湾藕汁夹;1;4;5;21673;0.00023070179485996402
语花-蝶;122;1;123;21673;0.005675264153555115
_清亦;20;75;95;21673;0.004383334102339316
mendlsiii;1;4;5;21673;0.00023070179485996402
冰城心凌男孩;1;2;3;21673;0.0001384210769159784
历史探秘;4;65;69;21673;0.0031836847690675033
沂蒙山上一匹狼;5;51;56;21673;0.002583860102431597
Hercules-Girl;1;1;2;21673;9.22807179439856e-05
别岚我sa娇;135;2383;2518;21673;0.11618142389147787
你马了嘎比;3;38;41;21673;0.001891754717851705
希光bot;1;1;2;21673;9.22807179439856e-05
星空下的萤火虫___;6;10;16;21673;0.0007382457435518848
问问夕夕姐姐;1;1;2;21673;9.22807179439856e-05
闹脾气的狮子座;67;52;119;21673;0.005490702717667144
spend盐;4;2;6;21673;0.0002768421538319568
娱乐吃瓜小可爱;1;4;5;21673;0.00023070179485996402
嗷呜口九;26;111;137;21673;0.006321229179163014
整圈儿美悦宝;1;1;2;21673;9.22807179439856e-05
夏夏沐沐601;4;2;6;21673;0.0002768421538319568
魚颂谙--;2;3;5;21673;0.00023070179485996402
长安不困;3;6;9;21673;0.0004152632307479352
十八保送北大;1;1;2;21673;9.22807179439856e-05
过雨开楼看晚虹1640;12;3;15;21673;0.0006921053845798921
中国移动安徽公司;4;8;12;21673;0.0005536843076639136
慧腐烂的心QY;12;9;21;21673;0.0009689475384118488
星空落在银河亦是我会珍惜的人;70;677;747;21673;0.03446684815207862
小综小艺小雨;1;2;3;21673;0.0001384210769159784
Sa嬌紀念冊_CharleneGillian;45;401;446;21673;0.02057860010150879
执笔绘卿城_;3;14;17;21673;0.0007843861025238776
子饮;1;5;6;21673;0.0002768421538319568
蛋蛋手可摘星辰;9;1;10;21673;0.00046140358971992804
飒漫画官方微博;1;36;37;21673;0.0017071932819637337
我变一颗凌檬;13;166;179;21673;0.008259124255986712
栀鸢悸屿_;3;5;8;21673;0.0003691228717759424
逸時無兩丨Y;48;331;379;21673;0.017487196050385272
-酌幂難寒月;7;18;25;21673;0.00115350897429982
BJ雍秦2;1;2;3;21673;0.0001384210769159784
永吴止尽的爱言;9;23;32;21673;0.0014764914871037696
ChoisaList·蔡卓妍物料集;23;108;131;21673;0.006044387025331057
怎么起能用呢3333;8;46;54;21673;0.0024915793844876113
lettofhjklj;4;2;6;21673;0.0002768421538319568
Peter连li;1;7;8;21673;0.0003691228717759424
落葉秋風dcw;1;8;9;21673;0.0004152632307479352
俊八登月实验室;6;53;59;21673;0.0027222811793475754
言式记y;4;15;19;21673;0.0008766668204678633
火热xyz_Astraeus;13;2;15;21673;0.0006921053845798921
Whisperwordz;1;1;2;21673;9.22807179439856e-05
miraclepill;2;2;4;21673;0.0001845614358879712
Shirleyyylll;4;8;12;21673;0.0005536843076639136
不到120不改名_坚定决心版;13;40;53;21673;0.0024454390255156185
正能量的黄跳跳__;1;1;2;21673;9.22807179439856e-05
星光遇璐丶;30;182;212;21673;0.009781756102062474
Cyndilovestocreate;11;158;169;21673;0.007797720666266783
Rain-Cyndi;28;205;233;21673;0.010750703640474323
DC小蛋壳;4;4;8;21673;0.0003691228717759424
想吃一颗盐;5;3;8;21673;0.0003691228717759424
酒醉的蝴蝶__;5;3;8;21673;0.0003691228717759424
FlyingSHE;11;55;66;21673;0.0030452636921515248
有盐才好吃啊;5;3;8;21673;0.0003691228717759424
异于你的我;5;4;9;21673;0.0004152632307479352
Sa娇的午后红茶;20;377;397;21673;0.018317722511881143
也趁月光_;1;1;2;21673;9.22807179439856e-05
816號候車厅;6;4;10;21673;0.00046140358971992804
什么小蛋挞x;5;26;31;21673;0.001430351128131777
Sreadlys;19;114;133;21673;0.006136667743275042
浦东发布;3;3;6;21673;0.0002768421538319568
布瓜pourquoiv;209;1;210;21673;0.009689475384118488
四平校园;2;6;8;21673;0.0003691228717759424
爆款噗噗鹅;3;3;6;21673;0.0002768421538319568
凭山临水;5;6;11;21673;0.0005075439486919209
牙牙木木夕;1;1;2;21673;9.22807179439856e-05
心念奶鹽;5;7;12;21673;0.0005536843076639136
清茗依心yo;3;3;6;21673;0.0002768421538319568
啊喵喵喵呜咪;98;57;155;21673;0.0071517556406588845
半价薯片-;1;11;12;21673;0.0005536843076639136
是林未央呀;1;9;10;21673;0.00046140358971992804
成都共青团;3;5;8;21673;0.0003691228717759424
青春湖北;14;2;16;21673;0.0007382457435518848
潍坊文旅;4;3;7;21673;0.0003229825128039496
音箱蟀大侠_;14;29;43;21673;0.0019840354357956906
廊坊师范学院微博协会;1;13;14;21673;0.0006459650256078992
可爱的奶盐卿;5;3;8;21673;0.0003691228717759424
四川交警;35;22;57;21673;0.0026300004614035898
风过无痕dear;3;1;4;21673;0.0001845614358879712
-BBBB女;1;1;2;21673;9.22807179439856e-05
慧腐烂的心QY;8;3;11;21673;0.0005075439486919209
安阳市第二十五中学;1;7;8;21673;0.0003691228717759424
Longlivelau;2;1;3;21673;0.0001384210769159784
手起刀落不留情;21;86;107;21673;0.00493701841000323
狮与麒;1;1;2;21673;9.22807179439856e-05
来宾共青团;21;122;143;21673;0.006598071332994971
DEAR樂然;82;180;262;21673;0.012088774050662113
滁州公安在线;2;1;3;21673;0.0001384210769159784
DKD-FUTURE;2;1;3;21673;0.0001384210769159784
悄悄溜过来的猫儿;24;6;30;21673;0.0013842107691597841
傅诗淇的眼里有星河;112;6;118;21673;0.005444562358695151
顶风望月;5;17;22;21673;0.0010150878973838417
926梁溪之声广播;1;1;2;21673;9.22807179439856e-05
来一杯蜜桃吴龙茶;117;54;171;21673;0.00789000138421077
人民日报数字传播;1;2;3;21673;0.0001384210769159784
·不用长大;5;2;7;21673;0.0003229825128039496
西铁资讯;7;12;19;21673;0.0008766668204678633
小草莓果酱·;5;2;7;21673;0.0003229825128039496
想在五斤盐睫毛上荡秋千;6;2;8;21673;0.0003691228717759424
远方de你丶;4;2;6;21673;0.0002768421538319568
兰州文化旅游;53;46;99;21673;0.004567895538227287
Mr夏赤赤;22;154;176;21673;0.008120703179070734
非耦合解;4;38;42;21673;0.0019378950768236976
北京晚报;1;4;5;21673;0.00023070179485996402
当阳检察;94;61;155;21673;0.0071517556406588845
栀鸢悸屿_;5;6;11;21673;0.0005075439486919209
栀鸢悸屿_;6;4;10;21673;0.00046140358971992804
北京日报;2;9;11;21673;0.0005075439486919209
夕夕姐姐攻略bo;1;1;2;21673;9.22807179439856e-05
内蒙古反邪教;6;4;10;21673;0.00046140358971992804
Toywang2011;-8;1;-7;21673;-0.0003229825128039496
Candy_小惠;11;17;28;21673;0.0012919300512157985
可爱的奶盐卿;9;7;16;21673;0.0007382457435518848
慕容姐姐1005;110;7;117;21673;0.005398421999723158
吴谨言FashionNotes导航;27;96;123;21673;0.005675264153555115
北京发布;2;7;9;21673;0.0004152632307479352
西绯月;2;2;4;21673;0.0001845614358879712
大果粒吼哈;1;7;8;21673;0.0003691228717759424
spend盐;7;5;12;21673;0.0005536843076639136
凌晨3点26分说爱你;1;3;4;21673;0.0001845614358879712
Bettyzzzzz_;1;1;2;21673;9.22807179439856e-05
嘀哩哩哒噼里啪啦;2;13;15;21673;0.0006921053845798921
竹已__;7;31;38;21673;0.0017533336409357265
嗷呜口九;10;13;23;21673;0.0010612282563558343
慕容1005;110;7;117;21673;0.005398421999723158
行走的海风;1;15;16;21673;0.0007382457435518848
Candy_小惠;6;9;15;21673;0.0006921053845798921
橙桔橙色;7;8;15;21673;0.0006921053845798921
警犬铲屎官;6;26;32;21673;0.0014764914871037696
盐式夏日;9;3;12;21673;0.0005536843076639136
蘅梅同梦;1;5;6;21673;0.0002768421538319568
英皇老爷车;3;1;4;21673;0.0001845614358879712
夏夏沐沐601;2;2;4;21673;0.0001845614358879712
Ares彩云;2;2;4;21673;0.0001845614358879712
幻彩旧影RR_;6;60;66;21673;0.0030452636921515248
顶风望月;5;10;15;21673;0.0006921053845798921
珍珠珍珠爱读书;1;3;4;21673;0.0001845614358879712
老王老王v你最强;5;36;41;21673;0.001891754717851705
小王子的1019朵玫瑰花;4;187;191;21673;0.008812808563650625
阿凯说要相信光;7;4;11;21673;0.0005075439486919209
轻拾月光·听风声;3;2;5;21673;0.00023070179485996402
看剧;102;518;620;21673;0.028607022562635538
初见沐阳;3;3;6;21673;0.0002768421538319568
圈内观众;96;517;613;21673;0.028284040049831587
我哩脑壳已死机;107;552;659;21673;0.030406496562543257
追星少女柳飘飘;103;325;428;21673;0.01974807364001292
藏地牧羊人;2;6;8;21673;0.0003691228717759424
埃菲尔上的铁塔梦-17;7;5;12;21673;0.0005536843076639136
圈内指南;195;534;729;21673;0.033636321690582754
可爱的奶盐卿;6;2;8;21673;0.0003691228717759424
印象彩云南;1;6;7;21673;0.0003229825128039496
小吴会wink;9;11;20;21673;0.0009228071794398561
Candy_小惠;13;17;30;21673;0.0013842107691597841
我需要2颗西柚;5;2;7;21673;0.0003229825128039496
影视圈大魔王;220;356;576;21673;0.026576846767867854
马栏山综艺资讯;152;1411;1563;21673;0.07211738107322475
白樱许桃鹿;20;11;31;21673;0.001430351128131777
马栏山综艺资讯;50;415;465;21673;0.021455266921976652
crystal_ovo_17;1;1;2;21673;9.22807179439856e-05
与盐相随H;5;1;6;21673;0.0002768421538319568
陳企鵝_Patty;4;2;6;21673;0.0002768421538319568
不想每天黑眼圈;1;4;5;21673;0.00023070179485996402
王樱桃WW;1;2;3;21673;0.0001384210769159784
江苏娱乐头条;2;6;8;21673;0.0003691228717759424
Fong110;5;6;11;21673;0.0005075439486919209
唯icc茜;4;2;6;21673;0.0002768421538319568
网易云音乐;10;30;40;21673;0.0018456143588797122
心念奶鹽;11;18;29;21673;0.0013380704101877913
紫云阿姨的围脖;2;7;9;21673;0.0004152632307479352
L_wuuu;3;19;22;21673;0.0010150878973838417
若有若无之间;7;11;18;21673;0.0008305264614958704
星空下的萤火虫___;7;16;23;21673;0.0010612282563558343
酒醉的蝴蝶__;2;1;3;21673;0.0001384210769159784
想吃一颗盐;3;1;4;21673;0.0001845614358879712
异于你的我;2;3;5;21673;0.00023070179485996402
思雨丁;2;3;5;21673;0.00023070179485996402
816號候車厅;2;3;5;21673;0.00023070179485996402
永吴止尽的爱言;8;8;16;21673;0.0007382457435518848
吴谨言的大白;46;123;169;21673;0.007797720666266783
叶白芷颜;19;7;26;21673;0.0011996493332718128
不正经的奶茶火锅;1;2;3;21673;0.0001384210769159784
萝卜乔儿;65;36;101;21673;0.004660176256171273
陳企鵝_Patty;1;2;3;21673;0.0001384210769159784
中医太美;1;16;17;21673;0.0007843861025238776
为爱发电的一天;7;2;9;21673;0.0004152632307479352
围脖情感语录;1;10;11;21673;0.0005075439486919209
奔跑的锅包肉r;106;150;256;21673;0.011811931896830156
Kelly_予禾;54;9;63;21673;0.0029068426152355467
慧腐烂的心QY;18;16;34;21673;0.0015687722050477552
刘亦菲小龙女lyf;2;5;7;21673;0.0003229825128039496
商丘医专微校园;41;156;197;21673;0.009089650717482581
热恋言_;10;7;17;21673;0.0007843861025238776
茗素9513;69;19;88;21673;0.004060351589535367
海米-玉染;5;23;28;21673;0.0012919300512157985
叶白芷颜;22;3;25;21673;0.00115350897429982
改名换姓就不会再找到我;2;1;3;21673;0.0001384210769159784
樱木_道花明寺;1;3;4;21673;0.0001845614358879712
酱茄子__;1;19;20;21673;0.0009228071794398561
大大金小小gil;2;2;4;21673;0.0001845614358879712
梦倩li;2;2;4;21673;0.0001845614358879712
超爱喝烧仙草的迪迪;-6;1;-5;21673;-0.00023070179485996402
毅淇加油0517-;6;7;13;21673;0.0005998246666359064
清茗依心yo;6;3;9;21673;0.0004152632307479352
只饮一杯水;2;1;3;21673;0.0001384210769159784
闲房什么时候去打FFT;1;5;6;21673;0.0002768421538319568
讨厌吃南瓜饭的迪迪;4;3;7;21673;0.0003229825128039496
慧腐烂的心QY;9;2;11;21673;0.0005075439486919209
-婧婧哇-;1;1;2;21673;9.22807179439856e-05
中国农业大学;4;12;16;21673;0.0007382457435518848
青宇_fighting;3;1;4;21673;0.0001845614358879712
booxyz;10;13;23;21673;0.0010612282563558343
风过无痕dear;3;3;6;21673;0.0002768421538319568
可爱的奶盐卿;5;2;7;21673;0.0003229825128039496
明治爱喝矿泉水;7;8;15;21673;0.0006921053845798921
一个想了半天凑了十五个字的昵称;1;1;2;21673;9.22807179439856e-05
盐式夏日;4;2;6;21673;0.0002768421538319568
池汐66;5;6;11;21673;0.0005075439486919209
北京老杨68;1;1;2;21673;9.22807179439856e-05
想吃一个烤地瓜;1;6;7;21673;0.0003229825128039496
商丘医专微校园;34;170;204;21673;0.009412633230286531
英语情诗表白;8;1011;1019;21673;0.047017025792460664
又枝梨花予;108;16;124;21673;0.005721404512527108
scarlettvioleting;124;2;126;21673;0.0058136852304710935
秦谨Nice;4;5;9;21673;0.0004152632307479352
巧克力张张包-Aurora;4;6;10;21673;0.00046140358971992804
有盐才好吃啊;7;4;11;21673;0.0005075439486919209
想吃一颗盐;8;3;11;21673;0.0005075439486919209
酒醉的蝴蝶__;6;2;8;21673;0.0003691228717759424
异于你的我;6;5;11;21673;0.0005075439486919209
816號候車厅;7;3;10;21673;0.00046140358971992804
思雨丁;5;3;8;21673;0.0003691228717759424
小敏爱战;114;3;117;21673;0.005398421999723158
诺-小朱;94;74;168;21673;0.00775158030729479
聽丸心妮碎碎念;312;265;577;21673;0.02662298712683985
淇珍毅宝Qq;10;10;20;21673;0.0009228071794398561
萧强-摄影;1;2;3;21673;0.0001384210769159784
傻子的左手;21;407;428;21673;0.01974807364001292
喵喵教永不言败;2;1;3;21673;0.0001384210769159784
谕她乘风;4;10;14;21673;0.0006459650256078992
陳企鵝_Patty;8;5;13;21673;0.0005998246666359064
_哇噻Y_;7;6;13;21673;0.0005998246666359064
南瓜味礼帽;1;2;3;21673;0.0001384210769159784
羽翼落入叻星河;2;1;3;21673;0.0001384210769159784
气定神闲的生活;1;1;2;21673;9.22807179439856e-05
昆明铁路;1;1;2;21673;9.22807179439856e-05
青宇家的念博吖;7;10;17;21673;0.0007843861025238776
与盐相随H;9;3;12;21673;0.0005536843076639136
南京邮电大学;4;4;8;21673;0.0003691228717759424
香格里拉的奶酪;3;6;9;21673;0.0004152632307479352
sansandy33;2;1;3;21673;0.0001384210769159784
Fiona_ouyang;1;1;2;21673;9.22807179439856e-05
岁月先生·;12;15;27;21673;0.0012457896922438056
MICO刘为;3;20;23;21673;0.0010612282563558343
阿木古楞天籁女声;1;8;9;21673;0.0004152632307479352
天山网;3;6;9;21673;0.0004152632307479352
楚雄州政法;8;5;13;21673;0.0005998246666359064
Andyyang若若;1;2;3;21673;0.0001384210769159784
金银异尾;3;4;7;21673;0.0003229825128039496
crystal_ovo_17;1;1;2;21673;9.22807179439856e-05
娱圈冲浪;29;31;60;21673;0.0027684215383195683
要永远健康快乐;2;5;7;21673;0.0003229825128039496
想变成熟的丸心妮;19;189;208;21673;0.009597194666174503
天象爱好者;2;44;46;21673;0.0021224565127116687
与盐相随H;6;4;10;21673;0.00046140358971992804
小惊奇a;3;9;12;21673;0.0005536843076639136
一半痴情两份疯癫;1;4;5;21673;0.00023070179485996402
广东台触电新闻;28;1084;1112;21673;0.051308079176855995
触电文娱;85;1736;1821;21673;0.0840215936879989
陳企鵝_Patty;6;5;11;21673;0.0005075439486919209
村头霸王犬;0;3;3;21673;0.0001384210769159784
_哇噻Y_;6;1;7;21673;0.0003229825128039496
守护ing_1019;52;419;471;21673;0.02173210907580861
可爱的奶盐卿;7;5;12;21673;0.0005536843076639136
衙衙衙;8;10;18;21673;0.0008305264614958704
格格巫实验室_81939;2;3;5;21673;0.00023070179485996402
米修_just_cream;1;7;8;21673;0.0003691228717759424
暴躁香菜c;2;1;3;21673;0.0001384210769159784
梦中环游地球ing;1;9;10;21673;0.00046140358971992804
我大猪蹄子是我;1;1;2;21673;9.22807179439856e-05
奥紫花店;1;3;4;21673;0.0001845614358879712
猫猫S不吃鱼;1;2;3;21673;0.0001384210769159784
乐是雾城;4;3;7;21673;0.0003229825128039496
是小珺不是小君;1;3;4;21673;0.0001845614358879712
惊鸿一瞥1019;7;7;14;21673;0.0006459650256078992
小板凳-4MINUTES;1;3;4;21673;0.0001845614358879712
小板凳-4MINUTES;1;4;5;21673;0.00023070179485996402
云南政法;20;113;133;21673;0.006136667743275042
崔狗要做音乐;1;1;2;21673;9.22807179439856e-05
很困的生椰拿铁;1;3;4;21673;0.0001845614358879712
美乐不哭;14;77;91;21673;0.004198772666451345
娱甜宝;20;325;345;21673;0.015918423845337516
星空下的萤火虫___;14;35;49;21673;0.002260877589627647
膜法世家;11;27;38;21673;0.0017533336409357265
小登要加油;1;1;2;21673;9.22807179439856e-05
_芋泥半糖_;3;8;11;21673;0.0005075439486919209
不乖44261;2;8;10;21673;0.00046140358971992804
锦江法院;3;3;6;21673;0.0002768421538319568
爱琴海的鱼_22619;3;5;8;21673;0.0003691228717759424
喜羊羊oo8;4;12;16;21673;0.0007382457435518848
卡中的神;1;2;3;21673;0.0001384210769159784
商丘医专微校园;55;272;327;21673;0.015087897383841647
chjming;18;190;208;21673;0.009597194666174503
郑开心郑可爱郑美丽郑优秀;1;3;4;21673;0.0001845614358879712
慧腐烂的心QY;12;10;22;21673;0.0010150878973838417
Shelley的星星;112;1;113;21673;0.005213860563835187
哈鲁猫头;1;1;2;21673;9.22807179439856e-05
广州日报大洋网;1;1;2;21673;9.22807179439856e-05
淇开得胜毅往无前;110;13;123;21673;0.005675264153555115
好甜的报纸;6;6;12;21673;0.0005536843076639136
更坚持微笑要暖得像太阳_;2;3;5;21673;0.00023070179485996402
