发布者;真实一级评论数;真实点赞数;边数;最大边数;集群密度
凌0凌0漆7;2;8;10;40435;0.00024731049833065413
苏伐;3;5;8;40435;0.0001978483986645233
兽数码;2;12;14;40435;0.0003462346976629158
依格瓦;5;12;17;40435;0.000420427847162112
Kruskal_Karger;1;19;20;40435;0.0004946209966613083
福气满满满满福气;1;1;2;40435;4.9462099666130826e-05
陈令孤;2;4;6;40435;0.00014838629899839248
FlowUs息流;116;291;407;40435;0.010065537282057623
大白说DBTalk;1;1;2;40435;4.9462099666130826e-05
广寒宫驻地大使_;1;8;9;40435;0.00022257944849758872
易修罗逢赌必赢;260;5039;5299;40435;0.13104983306541362
不好惹的娃娃脸;1;13;14;40435;0.0003462346976629158
霜流儿;1;1;2;40435;4.9462099666130826e-05
万户;2;2;4;40435;9.892419933226165e-05
硅谷陈源-海外杂谈;7;219;226;40435;0.005589217262272784
S_orrymaker;1;8;9;40435;0.00022257944849758872
TiyaOrchid;3;6;9;40435;0.00022257944849758872
热水器大活好;1;14;15;40435;0.0003709657474959812
TysisAL_;1;1;2;40435;4.9462099666130826e-05
凯雷;1;5;6;40435;0.00014838629899839248
大WZ;6;92;98;40435;0.0024236428836404106
经济观察报;4;7;11;40435;0.00027204154816371954
ZOL中关村在线;1;1;2;40435;4.9462099666130826e-05
核桃街魔女;6;23;29;40435;0.000717200445158897
祝佳音;30;621;651;40435;0.016099913441325584
轩弦;7;11;18;40435;0.00044515889699517743
黑咬明_;3;1;4;40435;9.892419933226165e-05
李欣频;3;17;20;40435;0.0004946209966613083
关外野马;2;8;10;40435;0.00024731049833065413
森島人間;1;1;2;40435;4.9462099666130826e-05
未来局科幻办;161;11000;11161;40435;0.27602324718684307
华尔街见闻APP;3;7;10;40435;0.00024731049833065413
湖湘财经;1;3;4;40435;9.892419933226165e-05
新浪财经;4;7;11;40435;0.00027204154816371954
诚然如神所说;1;10;11;40435;0.00027204154816371954
黑糖11037号;3;11;14;40435;0.0003462346976629158
墅姐聊跨境;4;20;24;40435;0.0005935451959935699
参考消息;10;107;117;40435;0.0028935328304686534
李欣频;1;5;6;40435;0.00014838629899839248
--乌桕--;1;1;2;40435;4.9462099666130826e-05
少数派sspai;17;256;273;40435;0.006751576604426858
烟火气的世界的尽头;1;2;3;40435;7.419314949919624e-05
iTopbook;3;28;31;40435;0.0007666625448250279
Daisy左佐;4;52;56;40435;0.0013849387906516631
窝牛牛外贸进阶;2;9;11;40435;0.00027204154816371954
中科大胡不归;11;97;108;40435;0.002670953381971065
蓝烟枫;1;12;13;40435;0.00032150364782985037
海岸鸢尾;1;2;3;40435;7.419314949919624e-05
主银开门呀我系阔卡;3;1;4;40435;9.892419933226165e-05
ScrappieFlappie;1;1;2;40435;4.9462099666130826e-05
Simoe_lee;4;3;7;40435;0.0001731173488314579
齐鲁晚报;2;9;11;40435;0.00027204154816371954
追龙随谈;2;1;3;40435;7.419314949919624e-05
凯雷;7;32;39;40435;0.0009645109434895512
贪吃蟹;1;1;2;40435;4.9462099666130826e-05
南方周末;3;7;10;40435;0.00024731049833065413
今年就叫这个吧527;1;6;7;40435;0.0001731173488314579
恶的透明性;3;6;9;40435;0.00022257944849758872
麻省理工科技评论;3;21;24;40435;0.0005935451959935699
中科大胡不归;12;39;51;40435;0.001261283541486336
为微单吃土的少年;1;1;2;40435;4.9462099666130826e-05
祝佳音;52;562;614;40435;0.015184864597502163
群山赴月;1;8;9;40435;0.00022257944849758872
流云下酒_;4;32;36;40435;0.0008903177939903549
一条矮漏;3;23;26;40435;0.0006430072956597007
新月_与世无争版;3;2;5;40435;0.00012365524916532706
HiCaptainV;3;16;19;40435;0.00046988994682824284
Miss阿朱;10;58;68;40435;0.001681711388648448
傅诗淇的睫毛2;17;1;18;40435;0.00044515889699517743
一段的诗;2;1;3;40435;7.419314949919624e-05
深圳特区报;1;2;3;40435;7.419314949919624e-05
阿比地狱接引人;2;4;6;40435;0.00014838629899839248
海龟走丢;1;26;27;40435;0.0006677383454927662
依格瓦;4;11;15;40435;0.0003709657474959812
元炁君;24;310;334;40435;0.008260170644243848
AI观查橘;5;36;41;40435;0.001013973043155682
yiqin_fu;2;106;108;40435;0.002670953381971065
松松發文物资料君;2;32;34;40435;0.000840855694324224
张辛欣;9;32;41;40435;0.001013973043155682
谢丹阳;3;30;33;40435;0.0008161246444911587
7031ko;3;1;4;40435;9.892419933226165e-05
五花王II;3;13;16;40435;0.0003956967973290466
一纸荒年12085;1;4;5;40435;0.00012365524916532706
kestrel_wangwenjun;1;6;7;40435;0.0001731173488314579
今日悉尼;1;3;4;40435;9.892419933226165e-05
易道山海;2;2;4;40435;9.892419933226165e-05
PTE墨尔本;3;2;5;40435;0.00012365524916532706
老谭电商;13;121;134;40435;0.003313960677630765
小仵的天空1;7;2;9;40435;0.00022257944849758872
Ocasionally_;3;13;16;40435;0.0003956967973290466
G黄智雄;1;2;3;40435;7.419314949919624e-05
魔法民工初号君;10;80;90;40435;0.0022257944849758873
财经殿下;2;8;10;40435;0.00024731049833065413
盾乙;15;698;713;40435;0.01763323853097564
妳的樹先生;1;1;2;40435;4.9462099666130826e-05
张鹏举语录;1;2;3;40435;7.419314949919624e-05
每日经济新闻;2;13;15;40435;0.0003709657474959812
缱绻蓝鲸;5;37;42;40435;0.0010387040929887474
富在买房;1;14;15;40435;0.0003709657474959812
沙加之伦;1;1;2;40435;4.9462099666130826e-05
A_choler1;1;1;2;40435;4.9462099666130826e-05
成一虫;8;10;18;40435;0.00044515889699517743
Onceinawhile0;1;1;2;40435;4.9462099666130826e-05
牡蛎叶;1;8;9;40435;0.00022257944849758872
藤子_立志每日一图bot;1;1;2;40435;4.9462099666130826e-05
神嘛事儿;11;216;227;40435;0.005613948312105849
yuyuyuyuzhe;2;78;80;40435;0.001978483986645233
后浪研究所;1;6;7;40435;0.0001731173488314579
撒腿就跑的山芋;1;3;4;40435;9.892419933226165e-05
凰家评测;346;1406;1752;40435;0.043328799307530606
厄加特特;10;61;71;40435;0.0017559045381476445
薄暮冰轮;47;751;798;40435;0.0197353777667862
特级甜鱼;2;17;19;40435;0.00046988994682824284
张颐武;3;19;22;40435;0.0005440830963274391
小萌同学要努力;1;1;2;40435;4.9462099666130826e-05
高庆一;77;737;814;40435;0.020131074564115246
脱口岳;1;8;9;40435;0.00022257944849758872
番茄来了Tomato;3;8;11;40435;0.00027204154816371954
胡乱英俊;1;13;14;40435;0.0003462346976629158
互联网俊明说;194;964;1158;40435;0.028638555706689748
于白榆;12;93;105;40435;0.0025967602324718686
携隐;20;73;93;40435;0.0022999876344750834
李嗲Lydia-;25;955;980;40435;0.024236428836404107
东方网;1;3;4;40435;9.892419933226165e-05
馋师四代;1;1;2;40435;4.9462099666130826e-05
-Riku陸-;4;4;8;40435;0.0001978483986645233
北美新浪;2;3;5;40435;0.00012365524916532706
晴山和云水;2;3;5;40435;0.00012365524916532706
第九个人的后半生;1;1;2;40435;4.9462099666130826e-05
阿睦瓦瓦;1;2;3;40435;7.419314949919624e-05
新浪热点;5;15;20;40435;0.0004946209966613083
中国新闻周刊;2;20;22;40435;0.0005440830963274391
凤凰周刊;15;45;60;40435;0.0014838629899839248
微天下;1;17;18;40435;0.00044515889699517743
和光同尘-7l;1;1;2;40435;4.9462099666130826e-05
卡西莫多杨较瘦;9;9;18;40435;0.00044515889699517743
澎湃新闻;8;39;47;40435;0.0011623593421540743
芋泥冰淇淋;1;2;3;40435;7.419314949919624e-05
澄扉;1;9;10;40435;0.00024731049833065413
澄扉;2;3;5;40435;0.00012365524916532706
宝树;4;20;24;40435;0.0005935451959935699
ZEALER;3;9;12;40435;0.00029677259799678495
扛着红旗向前冲;1;2;3;40435;7.419314949919624e-05
新浪江苏;3;9;12;40435;0.00029677259799678495
论说事;5;3;8;40435;0.0001978483986645233
湖湘财经;1;3;4;40435;9.892419933226165e-05
喵喵踏雪泥;2;1;3;40435;7.419314949919624e-05
晓辰迎霜;2;1;3;40435;7.419314949919624e-05
新浪热点;6;9;15;40435;0.0003709657474959812
十___七;2;1;3;40435;7.419314949919624e-05
UNCLE疯叔;7;79;86;40435;0.0021268702856436254
头条新闻;28;170;198;40435;0.004896747866946952
薄暮冰轮;72;1834;1906;40435;0.04713738098182268
喵娘叫做徐小喵;12;167;179;40435;0.004426857920118709
独立菌儿;1;16;17;40435;0.000420427847162112
斯诺依花姑娘;7;164;171;40435;0.004229009521454186
四川共青团;3;23;26;40435;0.0006430072956597007
风小餮tie;12;101;113;40435;0.002794608631136392
江南晚报;1;1;2;40435;4.9462099666130826e-05
观察者网;90;859;949;40435;0.023469766291579076
冈瓦纳;23;287;310;40435;0.007666625448250278
舒中胜;10;37;47;40435;0.0011623593421540743
成都商报;3;7;10;40435;0.00024731049833065413
环球时报;15;101;116;40435;0.002868801780635588
红星新闻;4;16;20;40435;0.0004946209966613083
中科大胡不归;6;39;45;40435;0.0011128972424879436
邹小樱;3;21;24;40435;0.0005935451959935699
在下正则;2;40;42;40435;0.0010387040929887474
沈嘉柯;4;10;14;40435;0.0003462346976629158
新浪科技;7;16;23;40435;0.0005688141461605045
铜仁发布;3;1;4;40435;9.892419933226165e-05
姆们说;1;1;2;40435;4.9462099666130826e-05
池萌萌呀;4;9;13;40435;0.00032150364782985037
数码丸子张圆圆;461;1409;1870;40435;0.046247063187832324
林子大了什么鸟都有嘛;2;1;3;40435;7.419314949919624e-05
江北检察;17;9;26;40435;0.0006430072956597007
证券市场红周刊;1;10;11;40435;0.00027204154816371954
黑化肥挥发发灰会花飞灰化肥挥;1;7;8;40435;0.0001978483986645233
昌邑市融媒体中心;6;7;13;40435;0.00032150364782985037
王之葵托利;2;3;5;40435;0.00012365524916532706
大写的KWOK;14;127;141;40435;0.0034870780264622233
下午茶2599;2;1;3;40435;7.419314949919624e-05
宁波检察;26;38;64;40435;0.0015827871893161864
人力资源研究;7;125;132;40435;0.0032644985779646347
36氪;0;24;24;40435;0.0005935451959935699
侃见财经;1;8;9;40435;0.00022257944849758872
圆周率等于31415926;3;6;9;40435;0.00022257944849758872
o尛茗銅學o;2;10;12;40435;0.00029677259799678495
思茅微博-中国茶城;1;2;3;40435;7.419314949919624e-05
南都周刊;1;4;5;40435;0.00012365524916532706
来点石锤;1;1;2;40435;4.9462099666130826e-05
JaneMeow;10;77;87;40435;0.002151601335476691
财经评论;1;3;4;40435;9.892419933226165e-05
中国科技观察;2435;38000;40435;40435;1.0
