标题;发布时间;视频时长;发布者;帖子账号粉丝数;发布者是否蓝V;发布者总点赞数量;评论数;转发数;收藏;点赞数;用户名;一级账号粉丝数;评论内容;评论时间;评论点赞数;评论回复数;标记
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;*一头小福星*;1;呵呵;1月前·山东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;就是玩.;1;控制一下情绪你会有更多粉丝;1月前·云南;1;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;磨具制造;1;牛逼社恐症;1月前·江苏;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;Ä;1;一顿彩虹屁把博主拍晕了;1月前·江苏;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;小白和花花;1;拿了多少昧心钱;1月前·江苏;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;努力努力再努力￥;1;没有套路全是人情世故;1月前·北京;1;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;(｡•́︿•̀｡);1;你表现出来的开心震惊等等一系列表情，不像是真的;1月前·北京;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;无明先生;1;整合微软与苹果，以后你的手机也可以用“牛逼”。;1月前·江苏;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;小王同学要早睡;1;牛逼;1月前·浙江;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;用户3481006164828;1;牛笔;1月前·湖南;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;ᝰꫛꫀꪝ⁵²º;1;手机能体验的到吗;1月前·广东;3;2;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;法海蜀黍-成都阿嗒科技有限公司;1;视频里就是手机用的界面;1;0;2;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;Qqh;1;能;1;0;2;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;视查工作;1;它连你是女生都没分析出来;1月前·江苏;1;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;哈啦;1;现在又出来个图像处理的GPT4，那才是真的牛逼;1月前·浙江;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;@;1;牛病牛病;1月前·广东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;@;1;牛病牛病;1月前·广东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;接班人在打螺丝;1;你说的是牛B;1月前·广东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;星星然;1;它的情绪一般不会表现出来，不过它脾气不太好，凶的很;1月前·四川;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;PredatorsCoast;1;最后的，我相信可以;1月前·广东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;三箱好物;1;刚刚还说，你的话风有点像舰长博主;1月前·陕西;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;咚咚咚!;1;newbing跟它聊天很愉快，问他问题能把你气死;1月前·浙江;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;若无青锋细雨时 奈何人间蹉跎事乀;1;字太多了不看了;1月前·江苏;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;刘个丸子头;1;落日气泡酒偏偏意气用事啊;1月前·甘肃;0;1;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;落日气泡酒;1;高端;1;0;1;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;股民老王爱健身;1;它是不是可以代替你作我女朋友了？;1月前·IP未知;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;亻圭 斤欠;1;你声音好好听啊;1月前·山东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;陈雨田;1;你用文心一言答案也差不多。;1月前·北京;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;道，;1;我第一次出外打工也是这样，;1月前·河南;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;Nicky;1;一般般，没有他爸爸好;1月前·广东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;韩晓东;1;他懂周易吗;1月前·上海;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;每月疯;1;不就GPT啊;1月前·浙江;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;每月疯;1;看不懂，;1月前·浙江;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;骨感的阿拉丁;1;小美女好像不经常说话，有点拌舌头;1月前·宁夏;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;不畏浮云遮望眼;1;如果你问一个人，你是什么段位的主播。人家肯定说你大主播;1月前·广东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;不畏浮云遮望眼;1;不行啊。情商不行啊。;1月前·广东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;汪;1;能自主连接互联网引擎来获取信息回答问题吗？;1月前·天津;2;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;幸运星;1;应该是Chatgpt，人工智能未来会取代一些人的工作。文理通吃。;1月前·山东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;浪子༒;1;此生非你不娶;1月前·江苏;1;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;百度搜寻机;1;这都是搜索的别人的回答，懒得解释了;1月前·河南;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;那小他;1;人都会对号入座;1月前·浙江;4;3;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;卡布奇诺4711;1;都是车咕噜话，不是AI说中了，只是自己接的准，跟算命的一个样;1;0;3;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;那小他卡布奇诺4711;1;对头;1;0;3;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;卡布奇诺4711那小他;1;你问算命的你是男人还是女人，算命说你不是男人就是女人，然后就觉得算命的简直神了居然说中了;1;0;3;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;柴达计辟地;1;天呐，集美们，重大消息：素月流天和南山竹老婆长得好像。;1月前·山东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;桃心源;1;ta是懂捧杀的;1月前·河南;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;子欲君、;1;楼主，楼主醒醒谷歌的AI重磅发布了;1月前·江苏;1;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;XsP.c:HotStuff;1;微软的新病，嗯，懂了;1月前·江苏;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;派大星l;1;云缱没有openAi厉害，两个都搞完了;1月前·安徽;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;懂你的心;1;这个接入了chatgpt了，直接革了谷歌的命;1月前·山东;11;1;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;往后余笙;1;随后gpt集成在操作系统里，谷歌就直接原地爆炸吧;1;1;1;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;猛哥;1;哎，我们的文心一言严重偏科，中文回答还可以，让它搞数理化一下就不行了;1月前·四川;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;lulu.宝宝;1;你觉得他厉害，实际上他比gpt官网那个差好多;1月前·广东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;苏小酥;1;能不能帮我发sci呀;1月前·北京;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;王小子;1;为啥我找不到newbing;1月前·安徽;0;1;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;白嫖养鸡小白;1;已经没了，得用魔法才行;1;0;1;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;tabor;1;过两天你再看看gpt4;1月前·山东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;_北山_;1;如果说，newbing可以在这个解读中不断的进化，并且把复杂的人类情感以及所有的知识通过算法让他在这个应用过程中不断纠错和进化进化到可以超脱现有的编程统计算数那就叼了就像猿猴进化成人类一样有不会忘记的可以进化“大脑”那就太可怕了;1月前·湖南;1;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;月球背面;1;追求简单的小生活：newbing听起来好像：你有病;1月前·广东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;陌生仁;1;博士小拉拉;1月前·江苏;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;江大为;1;newbing牛B;1月前·福建;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;Charge;1;没问问为什么找不到男友吗？;1月前·江苏;5;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;饭饭小徒弟;1;哪里问小姐姐;1月前·河南;1;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;欧巴;1;把你嫁给newbing;1月前·塞尔维亚;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;亦风;1;我都快用一个月了也没你这么夸张这么激动;1月前·江苏;5;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;素秋拾玖;1;放心，没感情，我问过了，不理我;1月前·重庆;1;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;庐州月影照我心;1;怎么用？;1月前·江苏;3;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;铁马冰河;1;你们都从waitlist中放出来了？;1月前·湖南;0;6;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;Taurus;1;都玩快一个月了;1;0;6;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;铁马冰河Taurus;1;为啥我还没收到信息，歧视我，去哪个法院起诉微软;1;0;6;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;Taurus铁马冰河;1;好像越早申请通过越快我是2月8号申请的11号就放了;1;0;6;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;铁马冰河Taurus;1;我也是2月8号啊这事联合国还管不管了，用起来如何？;1;0;6;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;Taurus铁马冰河;1;最早版本非常强跟全知全能的人一样，之后就被削了又是限制关键词又是限制对话次数每次就只能说十句话;1;0;6;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;铁马冰河Taurus;1;感觉我被这个世界针对了;1;0;6;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;fight on;1;newbing，牛逼;1月前·辽宁;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;帅锅爱厨房;1;newbing回答不了我的问题。怎样才能上泡富婆和象棋中单马怎样杀单士。;1月前·广西;4;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;小雅娜;1;比我情商都高;1月前·山东;1;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;艾克斯先生;1;果然是话痨次数上限了;1月前·吉林;2;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;最美的星空;1;妈耶妈耶，太震惊了;1月前·广东;3;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;果味|阿飞²;1;由于不自信，她暗示自己有社交牛逼症，结果她果然社交牛逼;1月前·吉林;11;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;赖雄英 公路造价;1;是不是可以找newbing谈恋爱了啊;1月前·广东;0;0;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;kimkashi;1;我觉得，newbing是不是应用了多模态？简单的对博主的文章和评论分析似乎做不到这么详细，是否对视频也进行了分析。;1月前·浙江;10;1;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;柴桑青木;1;下个版本好像支持多模态;1;0;1;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;只为与你相见.;1;在哪里能用;1月前·广东;0;3;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;chatgpt;1;0;1;0;3;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;只为与你相见.chatgpt;1;哪里能用;1;0;3;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;chatgpt只为与你相见.;1;无尝分享;1;0;3;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;一只intj废柴;1;需要科学上网？;1月前·广东;4;2;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;;1;不需要，但是需要内测资格;1;0;2;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;法海蜀黍-成都阿嗒科技有限公司;1;你试过吗？不科学的话，电脑端根本不给你对话界面，手机端app直接给你切换成国内版无ai;1;0;2;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;真我的风采;1;还是希望国产化能有好的出来;1月前·上海;1;1;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;啦;1;国内有做这方面的？;1;0;1;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;1327363357;1;大陆能用吗？;1月前·山东;0;5;0
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;素月流天;1;内测;1;0;5;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;1327363357素月流天;1;我也想测一下深度;1;0;5;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;锦鲤随身素月流天;1;newbing我都用了快一个月了;1;1;5;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;河北人素月流天;1;那你为什么能用？;1;1;5;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;memory;1;哈哈，生活琼河TuT;1;0;5;1
测了一下微软的搜索引擎new bing，忧喜参半，我觉得ai快有情感了！#openai #有ai就有无限可能 #ai不再是人工智障了 #newbing;202303111513;02:33;素月流天;93000;0;311000;1804;2442;4066;16000;qwer;1;为什么我在谷市下载，直接出红字说无法在所在地区下载;1月前·河南;1;3;0
